date_of_sale,address,county,price,vat_exclusive,town,area_code,quartile_bins,decile_bins
08/01/2010,"2 Castlegate House, Adamstown",Dublin,195000.0,Yes,Adamstown,Co. Dublin,q2,50%
13/01/2010,"3 Castlegate House, Adamstown, Dublin 15",Dublin,124669.0,Yes,Adamstown,Co. Dublin,q1,20%
13/01/2010,"3 Castlegate House, Castlegate, Adamstown",Dublin,124669.6,Yes,Adamstown,Co. Dublin,q1,20%
14/01/2010,"5 Castlegate House, Castlegate, Adamstown",Dublin,167400.88,Yes,Adamstown,Co. Dublin,q2,30%
14/01/2010,"7  Castlegate Drive, Adamstown Castle, Adamstown",Dublin,216750.0,Yes,Adamstown,Co. Dublin,q2,50%
15/01/2010,"1 Castlegate View, Adamstown Castle, Adamstown",Dublin,172956.0,Yes,Adamstown,Co. Dublin,q2,40%
18/01/2010,"11 The Paddocks Walk, Adamstown, Co. Dublin",Dublin,231388.0,Yes,Adamstown,Co. Dublin,q3,60%
22/01/2010,"35 Castle Park, Adamstown Castle, Adamstown",Dublin,148030.91,Yes,Adamstown,Co. Dublin,q1,30%
29/01/2010,"14 Castlegate Downs, Adamstown",Dublin,224669.6,Yes,Adamstown,Co. Dublin,q2,50%
11/02/2010,"8 Castlegate Copse, Adamstown Castle, Adamstown",Dublin,193832.59,Yes,Adamstown,Co. Dublin,q2,40%
11/02/2010,"8 Castlegate Copse, Adamstown Castle, Adamstown",Dublin,193832.59,Yes,Adamstown,Co. Dublin,q2,40%
12/02/2010,"16 The Paddocks View, The Paddocks, Adamstown",Dublin,206186.0,Yes,Adamstown,Co. Dublin,q2,50%
12/02/2010,"31 The Paddocks Grove, Adamstown",Dublin,281938.33,Yes,Adamstown,Co. Dublin,q4,90%
14/02/2010,"4 Castlegate House, Adamstown",Dublin,168675.0,Yes,Adamstown,Co. Dublin,q2,30%
15/02/2010,"12 Castlegate Grange, Adamstown Castle  Lucan",Dublin,193832.6,Yes,Adamstown,Co. Dublin,q2,40%
15/02/2010,"33 Castle Park, Adamstown Castle, Adamstown",Dublin,146247.28,Yes,Adamstown,Co. Dublin,q1,30%
19/02/2010,"31 The Paddocks View, Adamstown",Dublin,229950.0,Yes,Adamstown,Co. Dublin,q3,60%
09/03/2010,"46 Stratton Grove, Adamstown Square, Adamstown",Dublin,139879.0,Yes,Adamstown,Co. Dublin,q1,20%
10/03/2010,"36 Stratton Grove, Adamstown Square, Adamstown",Dublin,136245.81,Yes,Adamstown,Co. Dublin,q1,20%
11/03/2010,"58 Stratton Walk, Adamstown Square, Adamstown",Dublin,260000.0,Yes,Adamstown,Co. Dublin,q4,80%
12/03/2010,"28 The Paddocks Crescent, Adamstown",Dublin,277533.03,Yes,Adamstown,Co. Dublin,q4,90%
24/03/2010,"43 Castlegate Park, Adamstown Castle, Adamstown",Dublin,171134.0,Yes,Adamstown,Co. Dublin,q2,30%
29/03/2010,"3 Castlegate Vale, Adamstown Castle, Adamstown",Dublin,1481111.1,Yes,Adamstown,Co. Dublin,q4,100%
07/04/2010,"38 Castlegate Park, Adamstown Castle, Dublin",Dublin,202643.17,Yes,Adamstown,Co. Dublin,q2,50%
13/04/2010,"22 The Paddocks View, The Paddocks, Adamstown",Dublin,267000.0,Yes,Adamstown,Co. Dublin,q4,90%
14/04/2010,"42 The Paddocks View, Adamstown, Co. Dublin",Dublin,280000.0,Yes,Adamstown,Co. Dublin,q4,90%
22/04/2010,"3 Castlegate Copse, Adamstown",Dublin,198237.88,Yes,Adamstown,Co. Dublin,q2,50%
23/04/2010,"44 The Paddocks Grove, Adamstown, Co. Dublin",Dublin,231404.95,Yes,Adamstown,Co. Dublin,q3,60%
27/04/2010,"12 The Paddocks Crescent, Adamstown",Dublin,285000.0,Yes,Adamstown,Co. Dublin,q4,90%
27/04/2010,"57 Castlegate Park, Adamstown Castle, Adamstown",Dublin,171134.0,Yes,Adamstown,Co. Dublin,q2,30%
30/04/2010,"11 The Paddocks Crescent, Adamstown, County Dublin",Dublin,275000.0,Yes,Adamstown,Co. Dublin,q4,90%
30/04/2010,"129 Adamstown Avenue, Adamstown Castle, Adamstown",Dublin,198237.88,Yes,Adamstown,Co. Dublin,q2,50%
30/04/2010,"67 Adamstown Way, Adamstown Square, Adamstown",Dublin,181818.0,Yes,Adamstown,Co. Dublin,q2,40%
06/05/2010,"4 The Paddocks View, Adamstown",Dublin,206186.0,Yes,Adamstown,Co. Dublin,q2,50%
07/05/2010,"33 The Paddocks Grove, Adamstown, Co. Dublin",Dublin,315000.0,Yes,Adamstown,Co. Dublin,q4,100%
07/05/2010,"Apt 8  The Paddocks Cresent, Adamstown",Dublin,149779.73,Yes,Adamstown,Co. Dublin,q1,30%
10/05/2010,"31 Adamstown Way, Adamstown Square, Adamstown",Dublin,190000.0,Yes,Adamstown,Co. Dublin,q2,40%
13/05/2010,"13 Stratton Walk, Adamstown Square, Adamstown",Dublin,230000.0,Yes,Adamstown,Co. Dublin,q3,60%
14/05/2010,"9 Castlegate Drive, Adamstown",Dublin,232500.0,No,Adamstown,Co. Dublin,q3,60%
20/05/2010,"27 Adamstown Way, Adamsstown, Dublin",Dublin,157550.0,Yes,Adamstown,Co. Dublin,q1,30%
22/05/2010,"61 Castlegate Park, Adamstown, County Dublin",Dublin,148962.11,Yes,Adamstown,Co. Dublin,q1,30%
26/05/2010,"41 Castlegate Park, Adamstown, Co. Dublin",Dublin,148960.35,Yes,Adamstown,Co. Dublin,q1,30%
27/05/2010,"13 Adamstown Way, Adamstown Square, Adamstown",Dublin,199950.0,Yes,Adamstown,Co. Dublin,q2,50%
27/05/2010,"40 The Paddocks Grove, Adamstown, Co. Dublin",Dublin,257500.0,Yes,Adamstown,Co. Dublin,q3,80%
04/06/2010,"80 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,178414.1,Yes,Adamstown,Co. Dublin,q2,40%
08/06/2010,"10 Stratton Grove, Adamstown Square, Adamstown",Dublin,156701.0,Yes,Adamstown,Co. Dublin,q1,30%
10/06/2010,"7 Castlegate Park, Adamstown Castle, Adamstown",Dublin,273127.0,Yes,Adamstown,Co. Dublin,q4,90%
11/06/2010,"36 The Paddocks Drive, Adamstown",Dublin,174009.0,Yes,Adamstown,Co. Dublin,q2,40%
16/06/2010,"17 Stratton Walk, Adamstown Square, Adamstown",Dublin,199950.0,Yes,Adamstown,Co. Dublin,q2,50%
16/06/2010,"17 Stratton Walk, Adamstown Square, Adamstown",Dublin,176167.4,Yes,Adamstown,Co. Dublin,q2,40%
17/06/2010,"19 Adamstown Way, Adamstown Square, Adamstown",Dublin,225000.0,Yes,Adamstown,Co. Dublin,q2,50%
21/06/2010,"21 Adamstown Way, Adamstown Square, Adamstown",Dublin,176167.4,Yes,Adamstown,Co. Dublin,q2,40%
24/06/2010,"69 Adamstown Way, Adamstown Square, Adamstown",Dublin,198237.88,Yes,Adamstown,Co. Dublin,q2,50%
28/06/2010,"69 Castlegate Way, Adamstown Castle, Adamstown",Dublin,145000.0,Yes,Adamstown,Co. Dublin,q1,20%
01/07/2010,"2 Paddocks Place, Adamstown, Co Dublin",Dublin,176167.4,Yes,Adamstown,Co. Dublin,q2,40%
06/07/2010,"45 Castlegate Way, Adamstown Castle, Adamstown",Dublin,114537.5,Yes,Adamstown,Co. Dublin,q1,20%
07/07/2010,"50 Dodsboro Road, Adamstown",Dublin,162995.0,Yes,Adamstown,Co. Dublin,q2,30%
15/07/2010,"25 The Crescent, The Paddocks, Adamstown",Dublin,257268.0,Yes,Adamstown,Co. Dublin,q3,80%
21/07/2010,"153 Adamstown Avenue, Adamstown Castle, Adamstown",Dublin,228875.0,Yes,Adamstown,Co. Dublin,q3,60%
22/07/2010,"47 Doddsboro Road, Adamstown",Dublin,162995.59,Yes,Adamstown,Co. Dublin,q2,30%
23/07/2010,"46 Dodsboro Road, Adamstown",Dublin,170000.0,Yes,Adamstown,Co. Dublin,q2,30%
30/07/2010,"2 The Paddocks Rise, Adamstown, Co Dublin",Dublin,225000.0,Yes,Adamstown,Co. Dublin,q2,50%
05/08/2010,"41 Adamstown Way, Adamstown Square, Adamstown",Dublin,176167.0,Yes,Adamstown,Co. Dublin,q2,40%
05/08/2010,"63 Castlegate Park, Adamstown, Co Dublin",Dublin,171134.0,Yes,Adamstown,Co. Dublin,q2,30%
13/08/2010,"141 Adamstown Ave., Adamstown Castle, Adamstown",Dublin,190000.0,No,Adamstown,Co. Dublin,q2,40%
18/08/2010,"22 Castlegate Elms, Adamstown Castle, Adamstown",Dublin,230000.0,Yes,Adamstown,Co. Dublin,q3,60%
19/08/2010,"5 Adamstown Way, Adamstown Square, Adamstown",Dublin,180000.0,Yes,Adamstown,Co. Dublin,q2,40%
03/09/2010,"49 Dodsboro Road, Adamstown",Dublin,153304.0,Yes,Adamstown,Co. Dublin,q1,30%
10/09/2010,"21 The Paddocks Crescent, Adamstown",Dublin,264317.18,Yes,Adamstown,Co. Dublin,q4,80%
15/09/2010,"48Dodsboro Road, Adamstown",Dublin,168141.59,Yes,Adamstown,Co. Dublin,q2,30%
15/09/2010,"90 Adamstwon Avenue, Adamstown Road, Lican",Dublin,183259.91,Yes,Adamstown,Co. Dublin,q2,40%
23/09/2010,"105 Castlegate Way, Adamstown Castle, Adamstown",Dublin,245000.0,Yes,Adamstown,Co. Dublin,q3,70%
23/09/2010,"45 Castlegate Park, Adamstown Castle, Adamstown",Dublin,152596.0,Yes,Adamstown,Co. Dublin,q1,30%
25/09/2010,"26 Straffan Grove, Adamstown, Co Dublin",Dublin,176167.4,Yes,Adamstown,Co. Dublin,q2,40%
05/10/2010,"11 Adamstown Way, Adamstown Square",Dublin,199950.0,Yes,Adamstown,Co. Dublin,q2,50%
08/10/2010,"45 Dodsboro Road, Adamstown",Dublin,149779.73,Yes,Adamstown,Co. Dublin,q1,30%
14/10/2010,"6 Stratton Grove, Adamstown Square, Adamstown",Dublin,136246.0,Yes,Adamstown,Co. Dublin,q1,20%
21/10/2010,"94 Adamstown Avenue, Adamstown",Dublin,205000.0,Yes,Adamstown,Co. Dublin,q2,50%
22/10/2010,"6 The Paddocks Rise, Adamstown",Dublin,246651.98,Yes,Adamstown,Co. Dublin,q3,70%
29/10/2010,"108 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,176167.0,Yes,Adamstown,Co. Dublin,q2,40%
03/11/2010,"116 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,176167.4,Yes,Adamstown,Co. Dublin,q2,40%
05/11/2010,"19 Stratton Walk, Adamstown Square, Adamstown",Dublin,167400.0,Yes,Adamstown,Co. Dublin,q2,30%
05/11/2010,"44 Paddocks View, Adamstown",Dublin,226872.24,Yes,Adamstown,Co. Dublin,q3,60%
12/11/2010,"46 The Paddocks View, Adamstown, Co Dublin",Dublin,229100.0,Yes,Adamstown,Co. Dublin,q3,60%
19/11/2010,"36 Adamstown Park, Adamstown Square, Adamstown",Dublin,275000.0,Yes,Adamstown,Co. Dublin,q4,90%
19/11/2010,"48 The Paddocks View, Adamstown",Dublin,222907.48,Yes,Adamstown,Co. Dublin,q2,50%
23/11/2010,"Apartment 23  Adamstown Way, Adamstown Square, Adamstown",Dublin,185022.02,Yes,Adamstown,Co. Dublin,q2,40%
25/11/2010,"9 Adamstown Way, Adamstown Square, Adamstown",Dublin,149780.0,Yes,Adamstown,Co. Dublin,q1,30%
26/11/2010,"44 Adamstown Park, Adamstown Square, Adamstown",Dublin,237875.0,Yes,Adamstown,Co. Dublin,q3,60%
07/12/2010,"Apartment 11, The Paddocks View, Adamstown",Dublin,185000.0,Yes,Adamstown,Co. Dublin,q2,40%
09/12/2010,"27 The Crescent, The Paddocks, Adamstown",Dublin,237885.0,Yes,Adamstown,Co. Dublin,q3,60%
20/12/2010,"21 Stratton Walk, Adamstown Square, Adamstown",Dublin,198237.88,Yes,Adamstown,Co. Dublin,q2,50%
20/12/2010,"24 Stratton Grove, Adamstown",Dublin,172993.25,Yes,Adamstown,Co. Dublin,q2,40%
21/12/2010,"2 Stratton Walk, Adamstown Square, Adamstown",Dublin,172500.0,Yes,Adamstown,Co. Dublin,q2,30%
14/02/2011,"35 Stratton Walk, Adamstown Square",Dublin,167400.0,Yes,Adamstown,Co. Dublin,q2,30%
15/04/2011,"53 The Paddocks View, Adamstown, Co. Dublin",Dublin,215000.0,Yes,Adamstown,Co. Dublin,q2,50%
09/05/2011,"No 29 The Paddocks Crescent, The Paddocks, Adamstown",Dublin,220264.32,Yes,Adamstown,Co. Dublin,q2,50%
11/05/2011,"64 Stratton Grove, Adamstown Square, Adamstown",Dublin,148000.0,Yes,Adamstown,Co. Dublin,q1,30%
25/05/2011,"1 The Paddocks Road, Adamstown, Co. Dublin",Dublin,145000.0,Yes,Adamstown,Co. Dublin,q1,20%
02/06/2011,"27 The Paddocks Grove, Adamstown",Dublin,270000.0,Yes,Adamstown,Co. Dublin,q4,90%
02/06/2011,"Apt 79 Adamstown Way, Adamstown Square, Adamstown",Dublin,132159.0,Yes,Adamstown,Co. Dublin,q1,20%
10/06/2011,"29 Stratton Walk, Adamstown Square",Dublin,171806.0,Yes,Adamstown,Co. Dublin,q2,30%
16/06/2011,"102 Adamstown Avenue, Adamstwon Square, Adamstown",Dublin,145374.0,Yes,Adamstown,Co. Dublin,q1,30%
29/06/2011,"43 Castlegate Way, Adamstown",Dublin,93750.0,Yes,Adamstown,Co. Dublin,q1,10%
30/06/2011,"13 The Paddocks Crescent, Adamstown",Dublin,260000.0,Yes,Adamstown,Co. Dublin,q4,80%
08/07/2011,"71 Adamstown Way, Adamstown Square, Adamstown",Dublin,132159.0,Yes,Adamstown,Co. Dublin,q1,20%
19/07/2011,"43 The Paddocks Grove, Adamstown",Dublin,218061.67,Yes,Adamstown,Co. Dublin,q2,50%
20/07/2011,"23 Stratton Walk, Adamstown Square, Adamstown",Dublin,185000.0,Yes,Adamstown,Co. Dublin,q2,40%
29/07/2011,"50 Stratton Walk, Adamstown Square, Adamstown",Dublin,225000.0,Yes,Adamstown,Co. Dublin,q2,50%
05/08/2011,"50 Castlegate Grove, Adamstown Castle, Adadmstown",Dublin,245000.0,Yes,Adamstown,Co. Dublin,q3,70%
08/08/2011,"37 The Paddocks Grove, Adamstown, Co. Dublin",Dublin,250000.0,Yes,Adamstown,Co. Dublin,q3,70%
22/08/2011,"18 The Heath, Adamstown Castle, Adamstow",Dublin,189427.0,Yes,Adamstown,Co. Dublin,q2,40%
26/08/2011,"10 The Paddocks Rise, Adamstown",Dublin,198237.89,Yes,Adamstown,Co. Dublin,q2,50%
26/08/2011,"6 Castlegate Terrace, Adamstown Castle, Adamstown",Dublin,155000.0,Yes,Adamstown,Co. Dublin,q1,30%
28/09/2011,"64 The Paddocks Grove, Adamstown",Dublin,195555.0,Yes,Adamstown,Co. Dublin,q2,50%
29/09/2011,"2 Stratton Grove, Adamstown",Dublin,118942.0,Yes,Adamstown,Co. Dublin,q1,20%
30/09/2011,"22 Stratton Grove, Adamstown Square, Adamstown",Dublin,185000.0,Yes,Adamstown,Co. Dublin,q2,40%
07/10/2011,"62 Stratton Grove, Adamstown Square, Adamstown",Dublin,118943.0,Yes,Adamstown,Co. Dublin,q1,20%
10/10/2011,"92 Adamstown Avenue, Adamstown Square, Adamstown  Co.Dublin",Dublin,142725.0,Yes,Adamstown,Co. Dublin,q1,20%
19/10/2011,"38 The Paddocks View, Adamstown, County Dublin",Dublin,176446.28,Yes,Adamstown,Co. Dublin,q2,40%
07/11/2011,"3 Stratton Walk, Adamstown Square, Adamstown",Dublin,116775.0,Yes,Adamstown,Co. Dublin,q1,20%
16/11/2011,"56 The Paddocks Grove, Adamstown",Dublin,210000.0,No,Adamstown,Co. Dublin,q2,50%
18/11/2011,"No 40 The Paddocks View, Adamstown",Dublin,215000.0,Yes,Adamstown,Co. Dublin,q2,50%
25/11/2011,"12 Stratton Grove, Adamstown Square, Adamstown",Dublin,118942.73,Yes,Adamstown,Co. Dublin,q1,20%
07/12/2011,"10 The Paddocks Crescent, Adamstown",Dublin,220000.0,Yes,Adamstown,Co. Dublin,q2,50%
08/12/2011,"52 The Paddocks View, Adamstown",Dublin,147500.0,Yes,Adamstown,Co. Dublin,q1,30%
15/12/2011,"118 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,136563.88,Yes,Adamstown,Co. Dublin,q1,20%
16/12/2011,"5 The Paddocks View, Adamstown",Dublin,135000.0,Yes,Adamstown,Co. Dublin,q1,20%
21/12/2011,"34 Adamstown Park, Adamstown Square, Adamstown",Dublin,176211.0,Yes,Adamstown,Co. Dublin,q2,40%
21/12/2011,"4 Castlegate Heath, Adamstown, County Dublin",Dublin,200000.0,Yes,Adamstown,Co. Dublin,q2,50%
05/01/2012,"46 The Paddocks Drive, Adamstown",Dublin,150000.0,Yes,Adamstown,Co. Dublin,q1,30%
14/02/2012,"42 Castlegate Grove, Adamstown",Dublin,210000.0,Yes,Adamstown,Co. Dublin,q2,50%
14/02/2012,"99 Adamstown Avenue, Adamstown Castle, Adamstown",Dublin,167400.0,Yes,Adamstown,Co. Dublin,q2,30%
16/02/2012,"4 Castlegate Green, Adamstown Castle, Adamstown",Dublin,118943.0,Yes,Adamstown,Co. Dublin,q1,20%
22/02/2012,"42 Stratton Grove, Adamstown",Dublin,130000.0,Yes,Adamstown,Co. Dublin,q1,20%
24/02/2012,"44 Stratton Grove, Adamstown Square, Adamstown",Dublin,160000.0,Yes,Adamstown,Co. Dublin,q1,30%
05/03/2012,"10 Castlegate Lawns, Adamstown Castle, Adamstown",Dublin,175000.0,Yes,Adamstown,Co. Dublin,q2,40%
15/03/2012,"32 Adamstown Park, Adamstown Square, Adamstown",Dublin,189427.0,Yes,Adamstown,Co. Dublin,q2,40%
16/03/2012,"52 Adamstown Park, Adanstown Square, Adamstown",Dublin,176211.45,Yes,Adamstown,Co. Dublin,q2,40%
16/03/2012,"54 Adamstown Park, Adamstown Square, Adamstown",Dublin,182819.38,Yes,Adamstown,Co. Dublin,q2,40%
23/03/2012,"42 Adamstown Park, Adamstown",Dublin,215000.0,Yes,Adamstown,Co. Dublin,q2,50%
29/03/2012,"7 Castlegate Copse, Adamstown Castle, Adamstown",Dublin,140969.16,Yes,Adamstown,Co. Dublin,q1,20%
02/04/2012,"46 Adamstown Park, Adamstown Square, Adamstown",Dublin,215000.0,Yes,Adamstown,Co. Dublin,q2,50%
05/04/2012,"48 Stratton Walk, Adamstown Square, Adamstown",Dublin,185000.0,Yes,Adamstown,Co. Dublin,q2,40%
13/04/2012,"8 Stratton Walk, Adamstown Square, Adamstown",Dublin,136564.0,Yes,Adamstown,Co. Dublin,q1,20%
19/04/2012,"20 The Paddocks Drive, Adamstown",Dublin,162996.0,Yes,Adamstown,Co. Dublin,q2,30%
19/04/2012,"31 Statton Walk, Adamstown, Co Dublin",Dublin,170000.0,Yes,Adamstown,Co. Dublin,q2,30%
01/05/2012,"10 Stratton Walk, Adamstown Square, Adamstown",Dublin,132159.0,Yes,Adamstown,Co. Dublin,q1,20%
03/05/2012,"26 Stratton Walk, Adamstown",Dublin,157500.0,Yes,Adamstown,Co. Dublin,q1,30%
14/05/2012,"38 Adamstown Park, Adamstown Square, Adamstown",Dublin,215000.0,Yes,Adamstown,Co. Dublin,q2,50%
21/05/2012,"50 Adamstown Park, Adamstown Square, Adamstown",Dublin,176211.45,Yes,Adamstown,Co. Dublin,q2,40%
30/05/2012,"77 Adamstown Ave, Adamstown, Co. Dublin",Dublin,165000.0,Yes,Adamstown,Co. Dublin,q2,30%
31/05/2012,"96 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,134802.0,Yes,Adamstown,Co. Dublin,q1,20%
05/06/2012,"95 Castlegate Way, Adamstown Square, Adamstown",Dublin,162996.0,Yes,Adamstown,Co. Dublin,q2,30%
12/06/2012,"9 Castlegate Row, Adamstown Castle, Adamstown",Dublin,185000.0,Yes,Adamstown,Co. Dublin,q2,40%
19/06/2012,"19 Castlegate Copse, Adamstown Castle, Adamstown",Dublin,170000.0,Yes,Adamstown,Co. Dublin,q2,30%
22/06/2012,"1 Adamstown Way, Adamstown Square, Adamstown",Dublin,105726.87,Yes,Adamstown,Co. Dublin,q1,10%
22/06/2012,"No 25 The Paddocks Grove, Adamstown",Dublin,280000.0,Yes,Adamstown,Co. Dublin,q4,90%
27/06/2012,"16 Castlegate Downs, Adamstown Castle, Adamstown",Dublin,180000.0,Yes,Adamstown,Co. Dublin,q2,40%
02/07/2012,"56 Adamstown Park, Adamstown",Dublin,200000.0,Yes,Adamstown,Co. Dublin,q2,50%
05/07/2012,"18 Stratton Grove, Adamstown Square, Adamstown",Dublin,110132.0,Yes,Adamstown,Co. Dublin,q1,10%
06/07/2012,"38 Stratton Grove, Adamstown Square, Adamstown",Dublin,110132.0,Yes,Adamstown,Co. Dublin,q1,10%
06/07/2012,"60 Adamstown Park, Adamstown",Dublin,210000.0,Yes,Adamstown,Co. Dublin,q2,50%
10/07/2012,"62 Adamstown Park, Adamstown",Dublin,176211.45,Yes,Adamstown,Co. Dublin,q2,40%
16/07/2012,"8 Stratton Grove, Adamstown Square, Adamstown",Dublin,118943.0,Yes,Adamstown,Co. Dublin,q1,20%
18/07/2012,"56 Stratton Walk, Adamstown Square, Adamstown",Dublin,162996.0,Yes,Adamstown,Co. Dublin,q2,30%
24/07/2012,"104 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,145000.0,Yes,Adamstown,Co. Dublin,q1,30%
